,text,target
1075,is it possible to die from coughing it sucks being ill,0.0
1076,cant believe have to go all the way to barnes for work today instead of minute walk to st johns wood,0.0
1077,hahahahahah can easily make ice milo but its just not the same,0.0
1078,why do both of my best friends have to be shitty simultaneously can at least take turns hurting my feelings jerks going sleep,0.0
1079,my art is regressing,0.0
1080,do not know the dance,0.0
1081,im ok guess had hard day,0.0
1082,jade is looking for new home,0.0
1083,damnnn missed,0.0
1084,tweetfinder hates me and was having trouble with background on twitter what do you think,0.0
1085,lol yeh ill be studying stupid uni only more weeks and im on holidays yay plus my birthday next week woot,0.0
1086,sfmta budget proposal hearing tomorrow april at pm city hall room sadly cannot attend me neither,0.0
1087,is afraid that her notes will not read themselves,0.0
1088,sigh rain why did you decide to show up move away you were not invited to the tuesday party this is not the start hoped for,0.0
1089,secretgarden have not gotten any porn spammers do not check my followers but have not had any tweets like that,0.0
1090,somebody is selling the japan only release of my first album on bay for damn thats it classic is worth more than that,0.0
1091,disqus now integrates conversations on many platforms have not heard abt js kit,0.0
1092,and they advertising fake louis bags as authentic on google pissed,0.0
1093,can not sleep dam naps lol and its hot,0.0
1094,why do keep looking know that what read is gonna hurt but still look guess it just girl thing,0.0
1095,went there about month and half ago was still open then smelt really good but was getting sick,0.0
1096,is ready to go to bed long day tomorrow,0.0
1097,job searching fyi yahoo hot jobs suck im never going to find job,0.0
1098,no electricity today so no tweets,0.0
1099,can zack tell me how to edit my bio profile why create login at different co site to get an answer from bt techhelp,0.0
1100,morning all starving and dying for cuppa but can not cos off to docs for fasting blood test in little while,0.0
1101,very tired this morning no idea why great start to the day,0.0
1102,morning all back from my little break from the computer back to work again today,0.0
1103,at mobilityvic org launch no grog nice video from pwc though,0.0
1104,still no followers please some inform me on how this works,0.0
1105,misses him right now need hug,0.0
1106,tried to get up earlier today did not work out,0.0
1107,omg revisions revisions revisions feel like wasted an amazingly beautiful day today doing pointless work,0.0
1108,foot is out of commission ouch running this morning did not help not smart,0.0
1109,about to shower which hope will wake me up at last oh and the synth experiments yielded nothing last night,0.0
1110,is really bored and really sleepy and mad she can not find custom lanyard maker that wont make me buy minimum,0.0
1111,ooh nice but williams sonoma already got to me,0.0
1112,ve finally given in now at malaysian restaurant waiting for nasi lemak and teh tarik mereka tak faham bm,0.0
1113,waitin the theory test centre open,0.0
1114,got woken up this mornng at am damn lorry van and car accident just outside on our main road also causing car alarms to go off,0.0
1115,think need to get laid sad revolution had earlier rofl,0.0
1116,that was so sudden,0.0
1117,now want amanita someone made me feel unliving,0.0
1118,hahahahhha hows your food poisening going has it gone away,0.0
1119,have not heard from hannah at all yet it very disappointing,0.0
1120,everything alright,0.0
1121,is procrastinating feel ill but do not want to go to bed,0.0
1122,gonna try and find sports bar to watch that at not got chance though do not think,0.0
1123,wants to go home and watch the hills,0.0
1124,guess out of funny,0.0
1125,aww moe was planning on leaving tomorrow evening are you gonna be in town by chance,0.0
1126,wanna write but not cool enough to make up storylineee,0.0
1127,agreed love the sound but hates how everyone knows them,0.0
1128,no art tomorrow and nice to see you ve joined twitter,0.0
1129,sigh think my pms is making my mind totally over analyse things and making me sad,0.0
1130,had one outside my patio named him rex then the gardner took him down rip rex,0.0
1131,ooops just ate panini from mart cold that says it needed to be thoroughly cooked it did not taste raw die nao from poisoning,0.0
1132,good morning for very rainy france no gardening for me today,0.0
1133,if ever there was day for staying in bed today is it,0.0
1134,got to take cleo to the vets not sure what wrong with her but she feeling very sorry for herself,0.0
1135,today is day of my fast feel may break go bed must hold out til the end of the wk must stayed focused wish me luck,0.0
1136,extremely jealous,0.0
1137,ohhhh that sucks love the summer set,0.0
1138,tell it you forgot your password it will give you new one it the only way can prevent tons of spam,0.0
1139,bedtime wake up call at am,0.0
1140,so glad made it through work with an extra hour too and my paycheck still waiting on the one lost though,0.0
1141,mum been taken to hospital they do not know what wrong she been vomiting since yesterday rushing back to get to the hospital,0.0
1142,congested nose,0.0
1143,can not sleep need to talk to someone,0.0
1144,por favor decime ke no estas involucrado en esa pagina nicatrolls they re the cancer that killing,0.0
1145,too cold and tired to write good twitter everyone was obeying the cops tonight total dissappointment we were so close,0.0
1146,lifee gets worsee worsee,0.0
1147,am shuddering and shaking too,0.0
1148,sorting brekkie for the kids then off to the horrible place called work boohoo,0.0
1149,my condolences to natasha richardson family,0.0
1150,what do do not think ily nawwww,0.0
1151,where derrick,0.0
1152,needs to stop sleeping all day causes some problems when you re wide awake at am,0.0
1153,missed today ellen,0.0
1154,suddenly miss my flintstones vitamin tablets soooo gooood,0.0
1155,legitimately good cops out there,0.0
1156,twitter been doing that to me tooo,0.0
1157,think need to go to twitterholics anonymous,0.0
1158,we have not heard from her or sha,0.0
1159,my heart has been broken,0.0
1160,forgot how to sleep,0.0
1161,morning everyone in serious need of some decent coffee why is not the catering open yet at,0.0
1162,im sorry ve failed you,0.0
1163,oh wait he does have in oakland on the th can not understand why he only has in oakland,0.0
1164,is missing talking to my bff on da phone,0.0
1165,wondering why am so stupid need to eat more fish guess sigh,0.0
1166,miss my old friends from elementary ans middle school,0.0
1167,please fix this because it brakes all external twitter avatar searches,0.0
1168,looks like ve missed out on yet another job someone please employ me haha,0.0
1169,dang ll get house off itunes hear it was devastating episode,0.0
1170,wow the shout box has kicked me out and can not get back in guess this means good night,0.0
1171,slideshare embed code is annoying me sorry about the tiny embed fail,0.0
1172,why did my baby have to eat prunes today and now he finally went my poor baby,0.0
1173,am bored nothing to do,0.0
1174,morning all st appointment of the day the dentist,0.0
1175,he wrote most of the album but ironically the singles he did not write,0.0
1176,someone please take gossip girl away from me addicted,0.0
1177,good night swetdreamss to everyonee and jared never chat in kyte puff,0.0
1178,horrible sore throat hurts,0.0
1179,time to get dressed suppose gah another workday,0.0
1180,not to self licking off pudding from seafood fork not so enjoyable as slowly licking off of spoon,0.0
1181,all ready to go to the premier and just realized how under dressed am,0.0
1182,it just makes me happy over and over again wish wan afraid to fly,0.0
1183,bummerr sorry missed it again,0.0
1184,waking up to the sound of jackhammers is not pleasant way to start the day,0.0
1185,off now,0.0
1186,that just totally made my night lmao they were like screaming at me and could not focus on the mph song,0.0
1187,nevada is really long and the gas pumps are down but on good note just won in slot machine love to gamble,0.0
1188,nope baby due in th may getting closer but still things not done,0.0
1189,headache,0.0
1190,is still effinggggg sick when will get better ughh,0.0
1191,still in bed and don want to do anything else university is callung too loud,0.0
1192,seattle is in tents miss my peepz tho,0.0
1193,it just makes me happy over and over again just wish was not afraid to fly,0.0
1194,errrggggg my tummy hurts,0.0
1195,thought it would be interesting to get updates from twitter slightly regretting the decision can not see anyone elses updates,0.0
1196,ripped switcheasy colors,0.0
1197,we failed that song,0.0
1198,poor mel feeling your pain,0.0
1199,ugh still working on project just taking small break,0.0
1200,the one day have to go to school is the same day something exciting happens at parliament square,0.0
1201,shockingly not,0.0
1202,today was less interesting day on twitter and were all kind of quiet today,0.0
1203,hate being sick,0.0
1204,vip guests today blohheeee hate it,0.0
1205,up early,0.0
1206,what the fuck youku want to watch skins,0.0
1207,forgot my phone in my car but too scared to go outside and get it,0.0
1208,totally forgot we were going to do fisheye night what doing thursday btw so late with the hills lol,0.0
1209,totally shocked by the episode of house this eveing lost one of my favorite characters,0.0
1210,seeing doctor hope,0.0
1211,did not pass the first part of the cset missed it by effing points,0.0
1212,the cases were like that but scratches do not void your warrenty dents do as found out,0.0
1213,have chapped lips boo,0.0
1214,ye im not very sad but weirdly enough shes lettin me go da party how confusing parents lol,0.0
1215,no chance of that coming back when it be mins faster than the javelins though,0.0
1216,bored and lonely,0.0
1217,back to classic rainy amsterdam days,0.0
1218,feels like crying that how sick feel,0.0
1219,me toooooo feel like ve been on the verge of an anxiety attack all day,0.0
1220,woke up an hour ago now having hard time going back to bed in lakewood ca,0.0
1221,going to sleep with lily and rocki johnathon is too busy watching batman movies,0.0
1222,sigh me too mostly midd hsnging out with my friends damn growing up,0.0
1223,lol wish only had bad sync in germany right now where the subtitles dont work at all lol,0.0
1224,sorry maybe walking around all goofy at the store would help hint hint,0.0
1225,did the heroics ever go through if not sorry,0.0
1226,im so tired this morning and there was only cold shower water not happy,0.0
1227,haha ve been with my grandma for days even she about houses away ll still miss her,0.0
1228,clearing my desk,0.0
1229,every person there did not get pic my phone died but he signed my shirt so amazing words cannot describe should ve skipped mel lol,0.0
1230,is crying inside please oh please let it rain so warm,0.0
1231,,0.0
1232,packing my overnight bag for tomorrow going to the hospital,0.0
1233,sigh me too mostly miss hsnging out with my friends damn growing up oh yeah miss being able to spell too lol,0.0
1234,lol read my bio but spelt my name wrong darylo ahem,0.0
1235,guten morgen up and off to get ready to go to phantasialand cologne yay but booooo last park of holiday,0.0
1236,just saw this im sorry,0.0
1237,just reminded me that krispykreme has landed in msia and has an ugly website,0.0
1238,that so sad for the goats wa ah ah ah ah ah,0.0
1239,watching the roadworks develop outside the office that ll make me late for the next weeks fb,0.0
1240,at work asma nawal in fe obeerate alwatan tv,0.0
1241,wish could go bed with out having take an allergy pill,0.0
1242,heard them making announcements trying to find them the mother looked so worried,0.0
1243,have to work alone on saturday anyone wanna come keep me company cough cough,0.0
1244,ok maybe ll sleep for an hour or two then must rise to work on my thesis,0.0
1245,goodd nightt sweet dreams to everyonee jared neveerr chat on kyte lol,0.0
1246,heard timewarp was fantastic gutted missed it was playing egg,0.0
1247,wishing it was not in the morning sleeping is awesome work is not and need to scrub my apt,0.0
1248,had that while back and know some other people that have too,0.0
1249,hi steven man it only been week and already behind on school work,0.0
1250,run was great thanks is very windy today so bike ride not an option this morning,0.0
1251,yes did that sad topic for me haha am not going to the concert it very far and probably very expensive,0.0
1252,couple of mt texts did not arrive here,0.0
1253,decided to rejoin aerobics cos know will not exercise if do not after paying for it only have rm left in my bag,0.0
1254,aw fine too thanks yeah miss you so much on the mfc but hope we can talk later on today kisses huglove,0.0
1255,looks interesting but lot of errors on the documentation website,0.0
1256,you were my favorite you did an excellent job,0.0
1257,this breaks my heart navy seal marcus luttrell doggy am filled with rage,0.0
1258,argh ive eaton so so much today,0.0
1259,zurich does not have smelly bags anymore,0.0
1260,in the university in the classroom on the computer shit my day is boring,0.0
1261,want to get back in bed,0.0
1262,sorry you missed it,0.0
1263,worst burn of my life so sick,0.0
1264,so funny because watched only the strong today what are the chances miss capoeira zoom zoom,0.0
1265,it official going to have an educational summer owh god bless me,0.0
1266,your phone does not like it sorry,0.0
1267,too much to do not enough motivation,0.0
1268,nooo brat to the west coast hahaa quite making me sad,0.0
1269,oh everyone is going to sleep how much wish could its only pm and im work,0.0
1270,one thing hate about dozing off in lects wake up to sheaf of wet and badly smudged notes,0.0
1271,sleepy head chances of actually sleeping slim to fucking none,0.0
1272,where has all my money gone,0.0
1273,now down to battery,0.0
1274,just watched the trailer for adventureland on itunes looks so funny pity do not think we get it in australia,0.0
1275,so tired have to get up and go in to school during holidays for the rd time xxx,0.0
1276,omg more than people is the death toll in italy,0.0
1277,layin down dont feel well,0.0
1278,aww how depressing,0.0
1279,ditch in another parish some really sick people in this world,0.0
1280,yo jimo cant talk on aim anymore its glitching ill cya later and hope see this,0.0
1281,just gave an msu fan car rental discount he looked so sad just could not turn him away,0.0
1282,ordered pita it nevr came why they say the fax machine broke and the driver left what about my empty belly,0.0
1283,britney was fucking amazing after we just went back to the hotel hate travelling with cheapos,0.0
1284,some people try to be tricky some stop using twitter at all guess it as good as it gets had to try,0.0
1285,now am sad cos sad,0.0
1286,tried and failed,0.0
1287,looking at mine and can not even get to it school work sucks atleast when get home that it lol,0.0
1288,ac dc rocked last night back to reality today people without homes and dead in italy,0.0
1289,oh well she seems like trouble christian slater is trying to kill her at the moment,0.0
1290,hoping can get some decent sleep tonight since did not get any worth shittt last night goodnight world xoxo,0.0
1291,want diana it looks great,0.0
1292,ve got one of those spots that does not really show yet but hurts like hell and will no doubt be beauty tomorrow,0.0
1293,hehehe too bad they were separated,0.0
1294,babe aint callin,0.0
1295,heh yeah shakily conquered the ladder pointless job tho we re too far away to receive digital signal antenna,0.0
1296,good morning hope everyone is feeling better than me this cold has really got hold now,0.0
1297,train rammed fellow commuters vile special derision reserved for the man who appeared out of nowhere to claim his seat luggage rack,0.0
1298,will miss you on the show you were awesome what shock,0.0
1299,talking to boy hating work though,0.0
1300,someone keep me up im at work,0.0
1301,please do not leave stay for grant bday,0.0
1302,yeaah hate that,0.0
1303,the only bad thing about aids is you can only catch it once id want to inflict more pain on the deadshits of this world,0.0
1304,whats wrong,0.0
1305,off to bed now sick can not sleep but will try help of meds,0.0
1306,blip fm is down going back to normal tweeting for while,0.0
1307,get sad when ppl shave their moustaches do not know if cry about it tho,0.0
1308,oh my gosh oh my gosh susy is going to kill me with her remedy,0.0
1309,finally going to sleep and waking up early to study,0.0
1310,miss my friends from elementary and middle school,0.0
1311,balls although without the tunes it just holiday then,0.0
1312,chick corea was tonight and missed it now she sobs,0.0
1313,going to love this season of the hills can tell spartans sucked goodnight,0.0
1314,needs to study for quant and do legal process assessment for moro,0.0
1315,canceled it with plane tickets hotel stay and tickets it was close to if we eat cheaply man soooo want to see,0.0
1316,that sounds fair horrible was going to repeat myself but guess the text just sent you would do it better whee,0.0
1317,aw that suuuucks sorry dear,0.0
1318,yeah interview do not know even when it is,0.0
1319,so ur just gonna delete me like that do feel like tom cruise on jerry maguire when he got fired right now yo lol,0.0
1320,had the worst dream abt some turd face used to date ugh it was awful,0.0
1321,ouch can just imagine toothpic in the eye or something,0.0
1322,uh feel so lonely wish my bffwiamc best friend forever who is also my cousin has twitter,0.0
1323,why do people keep following me and then randomly stop it makes me sad,0.0
1324,still feeling bleh spew burps and all,0.0
1325,hot deadline,0.0
1326,has to return the shirt she bought from topshop bc she has in her bank account that has to last her the rest of the month life sucks,0.0
1327,woke up at am far too early more coffee then,0.0
1328,is tooooooooo cold,0.0
1329,why is it raining tomorrow night after it was sooo nice today guess should be thankful that was able to enjoy it at least,0.0
1330,michael crichton,0.0
1331,curse my slow internet miss youtube,0.0
1332,feels headache coming on,0.0
1333,you re one letter alway koreans do not use so there no hope for me,0.0
1334,working on the holy week,0.0
1335,haha nope guess nothing is original these days,0.0
1336,lots of revision to do tonight too for my final assessments more assessments today as well pass mark is harsh,0.0
1337,all thats stapling chipped my nails,0.0
1338,is cold,0.0
1339,we passed by the border,0.0
1340,chewie update ocd in left legs fixed but possible ocd in right leg as well and worse still hip dysplasia in both hips not good,0.0
1341,just got back from the hospital bf nephew might have meningitis,0.0
1342,chi nay chu ch ki tr ng bao nhi vi,0.0
1343,is coldd,0.0
1344,please watch this vid and tell me if you are not moved,0.0
1345,boo another day at work but only to go then days off,0.0
1346,driving to schiphol apperantly am not the only one stuck around aalsmeer,0.0
1347,not anymore how does daisy manage to take up of the bed,0.0
1348,do write back on twitter miss ya garee,0.0
1349,getting changed in the hopes that that means we can go to the store now poor cat is out of food oops,0.0
1350,in pain,0.0
1351,haha yeah they were that band from mmc used to have cd but lost it,0.0
1352,miss my bcd friends,0.0
1353,but that requires assembly assembly is completely overrated tonight this is harder than thought,0.0
1354,on diet woke up day hungry,0.0
1355,oooh heads high killin em wit da no lol did not think so but do not really know me yet good tucker inner haha,0.0
1356,hate cooking dinner,0.0
1357,you are not connected with me back so can not dm you,0.0
1358,my compassion to the people in italy my mother is calling with our relatives in italy right now,0.0
1359,wait what sick,0.0
1360,did they play polite dance song only my fav please dont say they did or course they did damn me,0.0
1361,need to find battery for an elinchrom ranger nobody in canada has any in stock,0.0
1362,so now it just wait see game fall asleep it might or might not be there when wake,0.0
1363,off to london today,0.0
1364,smile like you mean it wow this song brings back memories still can not sleep,0.0
1365,we should talk about this australia issue,0.0
1366,was woken up from deep sleep just to be let go for mad max not happy and now can not sleep,0.0
1367,sorry was getting ready going to leave at am today,0.0
1368,got speeding ticket,0.0
1369,he is an ass hm did you watch the first episodeee freakin missed it,0.0
1370,but not good for me close to my current challenge,0.0
1371,but the international font looks ugly going back to original font after all who tweet in malayalam,0.0
1372,doing some business studies revision,0.0
1373,misses david actually,0.0
1374,how freakin cool is that why doesnt shit like that happen to me,0.0
1375,can not believe it got my answer and did not have to ask the question this feels awful,0.0
1376,will not be tweeting much tonight maybe all tweets will come out in form of tweet vomit later at about in the morning,0.0
1377,think need to get laid sad revolution had earlier rofl,0.0
1378,txt chat with jake lmfao its frikkin awesome miss this effin boy so much awww hoping you guys would come back here na xxxx,0.0
1379,thank do not like it hehe but it very easy and well just danish dude,0.0
1380,lol that sweet bought tickets last year my partnerincrime flaked so did not end up going but this for sure,0.0
1381,wha so now its gb yay haha no more laggy computers but my mba cannot upgrade,0.0
1382,aa know what mean iv never been that girl with sense of humor,0.0
1383,me up,0.0
1384,was super lucky to get seat on the train we pay for this min journey,0.0
1385,bet oh wait mac no prolly not,0.0
1386,my navel piercing tore bit when was forcing my dog into the bed of my truck my fault know it looks to be healing yay,0.0
1387,wow got sick out of nowhere and now cant think straight and mtv hasnt posted the hills online wtf,0.0
1388,just woke up apples gig was ace last night seriously tired now work begins in one hour,0.0
1389,today episode of house episode simple explanation was so heartbreaking,0.0
1390,frankly disappointed and offended that there is blogger writing against fu penguin,0.0
1391,wooo yeah sorry to hear you missed out on origin tickets,0.0
1392,gooood mooorning world had dream last night fucked my knee again def need to kick start my strengthening ready for bournemouth,0.0
1393,need some selsun blue pretty sure have small spot of haole rot,0.0
1394,think im coming down with something,0.0
1395,re newing my twitter,0.0
1396,about that am gonna be in mexico,0.0
1397,ps woke up this morning and cant access any websites or havent cleaned my computer completely,0.0
1398,hates hearing his girl being ill nothing can do though,0.0
1399,know they have trouble but never heard thing had many recommendations from mrtweet,0.0
1400,why thank uu,1.0
1401,gets to see and tonight fuck yes fangs up mo fo,1.0
1402,sounds like plan,1.0
1403,shopping with angelxup,1.0
1404,the other two were go away said to my cat as he tried to eat my toes,1.0
1405,beautiful friday lots of warm sunshine floating on nice gentle high and off for walk by the river for pic nic with friends,1.0
1406,suggestion fresh prince on nick night gnite,1.0
1407,well it does not keep me warm at night iphonefails,1.0
1408,who,1.0
1409,how about perry como and papa loves mambo it could sound great in the sunshine or just because by janes addiction,1.0
1410,aww thanks and to my followers you should follow if you like me you freakin love her,1.0
1411,hope so now have the second round to get the authorization and funding to travel,1.0
1412,yes the what now,1.0
1413,morning everyone seeing insects later hee hee,1.0
1414,bumming when you get home you re so dead again,1.0
1415,leave me something good or ill erase this crappy addictive site lol got it goodness loll ha ha rawrrrr love billyjoel,1.0
1416,and this is the top student in eee speaking,1.0
1417,happy day,1.0
1418,sell go away,1.0
1419,the colours are all wrong bit like my friend tv found many threads on apple forums about it general issue,1.0
1420,yeaaah boyeee just tryna do it officially officially this time glad ya like the single bro spread the good word,1.0
1421,she might not be real but she comes up with decent masala to make me suspect otherwise fun in any case,1.0
1422,great tweets to know followfriday awesome tweets,1.0
1423,thingsmummysaid you mucky pup,1.0
1424,you need to tweet dannyforboltonmatch so everyone knows about it,1.0
1425,no one will be as good as you carol haha,1.0
1426,is starting the day with hot shower and cold can of diet coke,1.0
1427,back in the blazing heat of qatar,1.0
1428,ahahaha keyboard cat sur ecrans fr,1.0
1429,thanks undu saars for the concern was on road trip and just reached home,1.0
1430,lets see how hrs of sleep protein bars lots of chai hrs of driving hrs the ballpark turns out going to arlington for doubleheader,1.0
1431,foolishly attempting to write new song for tonight gig at henry cellar bar doors,1.0
1432,is thinking ireland is the best country to be in when the sun is shining,1.0
1433,will indeed be pointing those who are also watching towards you well worth it will you be watching agt nxt wk,1.0
1434,this is my new bag from by camilla sorensen it amazing days to my birthday,1.0
1435,and another xx,1.0
1436,am impatient to see that when,1.0
1437,can hear the rain now forgot it rainy day again,1.0
1438,just woke up had great sleep,1.0
1439,with kyle,1.0
1440,vote for mr twitter universe here he now no yipee surprisingly he twitters lot keep voting,1.0
1441,thanks,1.0
1442,awwww,1.0
1443,damn missed my twitter birthday back on may belated happy birthday to me,1.0
1444,downloading the swedish language pack for windows,1.0
1445,first draft of novel underway writing progress metre up and active so got to keep going,1.0
1446,inadvertently perfectly illustrated sine wave in that photo,1.0
1447,cant wait to go brighton tonight altho hour drives suck,1.0
1448,follow me hunnehhh,1.0
1449,not feeling very well but sure it not,1.0
1450,power use nuclear power in ur home,1.0
1451,sweet sweet song,1.0
1452,it works though nice to see you on here finally,1.0
1453,did not get to get my anti histamines coz spent all my money on other stuff pretty stuff nonetheless,1.0
1454,good morning twitter time to get ready for grad practice,1.0
1455,nice share,1.0
1456,bye my love haha,1.0
1457,on the way to surrey for wedding bored minutes intothe hour car journey talk,1.0
1458,nice to be home sunny weather is great,1.0
1459,pft like drinked alcohol in the first place,1.0
1460,easter eggs though,1.0
1461,aah the man with that problem in the head tough persistent fan say,1.0
1462,dont think your ready for this jelly,1.0
1463,thanks we actually just launched our ad platform yesterday crossing our fingers that we can make some money off this thing,1.0
1464,oh what the hell little of flirting never hurt anyone,1.0
1465,thanks dear,1.0
1466,very nice day today and think it is here to stay for the weekend at least,1.0
1467,hi julie been diagnosed for many years but only just started on mtx been resistant to taking it till now nice to meet you,1.0
1468,going shopping for prom shoes in bittt,1.0
1469,it firefox add on you can post twitter updates even when you re not on twitter web gets ll show you screenshot,1.0
1470,man grabbed live swan by the neck and used it as weapon to attack his opponent thankfully the swan escaped unhurt,1.0
1471,yay just won meat tray in the club raffle,1.0
1472,that cool ll be getting coraline for sure,1.0
1473,ok normal place will twitter about ish,1.0
1474,yea thanks already tried personas really cool,1.0
1475,you re the best love you and can wait to hear your new songs,1.0
1476,ur damn right,1.0
1477,yay my very own medical supplies,1.0
1478,wait for the new iphone,1.0
1479,morning guys,1.0
1480,coordinate with her she might be offline so perhaps call her keen if she is,1.0
1481,is up after looong lovely night,1.0
1482,hi emmmannn nice nice you re trying twitter gawa mo xd,1.0
1483,is amazed at all the crap found while cleaning my room at in the morning,1.0
1484,no problem can you do tha same me,1.0
1485,ordered teething drops will be at mine on monday to distribute each,1.0
1486,morning morning morning said in my best sunny day smiley voice,1.0
1487,is quite looking forward to the prospect of watching sky sports live on his xbox,1.0
1488,you got that right lmao,1.0
1489,hi kiwi flight of the conchords fan by any chance,1.0
1490,looking for something to buy on trademe,1.0
1491,liesgirlstell why would not wear these inch stilettos they re the most comfortable pair own but we re camping luv my heels,1.0
1492,just amused there is one set up for the word lunge,1.0
1493,if you have wireless you can,1.0
1494,friday night its great night for football love you,1.0
1495,awesome pictures,1.0
1496,my sister is here woo hoooo going shopping with her and then revising swear,1.0
1497,good morning,1.0
1498,you should even though it is long way as am sure you would love it night,1.0
1499,can get some with awesome things that start with green lantern goat grail guano grizzly gold bars gas,1.0
1500,but can report that they take up most of the porch,1.0
1501,are celebrating getting through stage of the surface unsigned festival,1.0
1502,oh my that cool man nothimg more but laugh it better not to speak about his wife,1.0
1503,haha saw the word tweedback for the first time today like it,1.0
1504,ftw both would make excellent marathons but under that condition lotr wins,1.0
1505,new piglet futures on eurex hopefully so people can lock in price for cute intelligent pets in few months,1.0
1506,says today is not as bad as expected but wishes she was at home sat outside with book and ice cream,1.0
1507,lmfao thats so weird we have the same name kinda,1.0
1508,apparently according to all the insurance companies now high risk in the mental illness stakes without diagnosis,1.0
1509,seeing ash todaayyy yay,1.0
1510,hello to you too thanks for the follow,1.0
1511,follow this man he gem,1.0
1512,gooood morgen,1.0
1513,off to see the family in bit hungry and happy,1.0
1514,ahh you make me laugh with all your little angry brazilian fans yelling at you mostof us understand you cant come see us,1.0
1515,you look great and not like dope at all,1.0
1516,travian is the shit,1.0
1517,that is the best idea in the world hahha xx,1.0
1518,please do not,1.0
1519,well us brits have to wait few more days for it thought it was all gonna realized at once guess it worth the wait,1.0
1520,cooking,1.0
1521,yep think the one and the same,1.0
1522,tweet resumo bom dia final do est outra vez sempre esticar lol thank god it friday knowing mto fx,1.0
1523,money talks,1.0
1524,in england its cold,1.0
1525,succes met je presentatie ouwe kick some azz,1.0
1526,lmao yes am erm everyone practically bud doing much later,1.0
1527,ooo the clockwork orange nice happy movie that have not watched in while,1.0
1528,wowies its very warm,1.0
1529,good morning,1.0
1530,ah bless you for that would not worry do not think you are creepy at all well maybe little kid you,1.0
1531,looks like the girls will be out in force at tuttle today with via,1.0
1532,thanks haha spread the word,1.0
1533,its already done have everything for tonight,1.0
1534,do what post photos tell me how twitter guru,1.0
1535,thankg it friday almost weekend only min left,1.0
1536,snakebites are my fave rattlesnakes are even better much stronger cider beer and blackcurrent noone ever does them though,1.0
1537,your on at so disappointed will not be in ll watch it on catch up,1.0
1538,not mine before any says anthing can not beat pm start and bit of sunshine to help the ale go down,1.0
1539,awake and the cold is kicking in for real entourage is the cure,1.0
1540,the longest pull website will be closing on th june if you have not had chance to donate please feel free to,1.0
1541,yesss love them too haha yeah it was the most amazing day of my life seeing girlicious hopefuly they go to brazil,1.0
1542,when can not write try to just write everything that comes into my head make lists and scribble and doodle on stuff,1.0
1543,did not twitt yesterday cause it was very busy day but ll be back tomorrow btw can not sleep like in zombie mode,1.0
1544,oh by the way am not working today,1.0
1545,happy that mental picture is hit in multiply,1.0
1546,knock it dead today followfriday,1.0
1547,already saw an increase of fellow project managers now member too,1.0
1548,it great show is not it can not wait for bd,1.0
1549,what wear them on his fists,1.0
1550,is watching pok mon battle dimensions,1.0
1551,haha did you turn the bb to the side and take the pic but at least you re up and running with it all cya later,1.0
1552,work work work finna hafta fill out vacation form to get off work nd th yeah you know why,1.0
1553,my buisness teacher miss brown gives the best advce cadshjgkjgfbfsadryeuyjngb ty ily,1.0
1554,everyone is doing that ra,1.0
1555,fuckin loves new album anyone buy it when it comes out next week,1.0
1556,by the way still do not smoke but eating more chocolate and sweets then ever,1.0
1557,psst thanks for the ff,1.0
1558,wish stayed up for the jonaswebcast last night now at least going to see the movie today,1.0
1559,relented and got the deck now need the under the table tipsntricks to do more than groups,1.0
1560,dont worry drama over changed it lol anywho im off now ttfn,1.0
1561,good evening,1.0
1562,well am glad you find us interesting,1.0
1563,want an invite please,1.0
1564,well the focus would be just on resp boxes do not think it is content overflow happening but thanks for the rhyme wave,1.0
1565,know could not stop listening to it,1.0
1566,you re right but it very nice way which save time and that important,1.0
1567,your coverage is more than good vampirefreak it awesome thanks for doing this for all of us,1.0
1568,come now we know you control everything scheduling weather cipos dress sense etc etc,1.0
1569,morning,1.0
1570,just had mcdonalds breakfast tasty and cured the illness,1.0
1571,said the most probably coming to australia at the end of the year omj,1.0
1572,set up my mac to encode or so movies overnight hope it does not catch on fire,1.0
1573,is at home practicing singing on the way home,1.0
1574,just woke up getting ready to go town,1.0
1575,that good to hear shall save my pennies and then procrastinate some more at end of june,1.0
1576,it fantastic how much you re keeping in touch with fans know only one of many who appreciates it have fun recording,1.0
1577,in bed thank you guys for coming to my lil bday shindig night tweethearts,1.0
1578,how goes it in prep for the new home have not seen the show in while want to pop along and see it soon,1.0
1579,is in bed excited about the summmmmmmmmmmerrr,1.0
1580,goooood morning twitter iz up atom good mood today tidy up bit and make the flatmates fry up mmmm,1.0
1581,wait wait yeah there are sweet samosas nevermind got confused there for about minutes,1.0
1582,cool thanks for that,1.0
1583,good morning tweetple it friday the sun is shining and it looking like it going to be great weekend feeling very happy day,1.0
1584,on the bus to work fun on the plus side got nice sleep in,1.0
1585,woke up to the sweet sound of rain on my window hehe,1.0
1586,and for the ones concerned just stopping to draw banners and stuff not abandoning everyone for good,1.0
1587,going to see family for the day tomorrow that about it still got another week off school so am just chillaxin,1.0
1588,parttyy tonightt off to dubaii lermall tweet outtt,1.0
1589,footy time biatches go the panthers,1.0
1590,ooh shiny,1.0
1591,that was meant to be yo as well,1.0
1592,thanks mate,1.0
1593,thank you that is very kind of you,1.0
1594,props for loving trance,1.0
1595,gosh thank you,1.0
1596,tonight shall make choclate pie,1.0
1597,nice video kevin like the chilled sounds too,1.0
